species_en,species_scientific,species_de
Hoary-throated Spinetail,Synallaxis kollari,Grauwangen-Dickichtschlüpfer
McConnell's Spinetail,Synallaxis macconnelli,Olivrücken-Dickichtschlüpfer
Marañon Spinetail,Synallaxis maranonica,Marañón-Dickichtschlüpfer
Dusky Spinetail,Synallaxis moesta,Dunkeldickichtschlüpfer
Rufous-capped Spinetail,Synallaxis ruficapilla,Rotkappen-Dickichtschlüpfer
Ruddy Spinetail,Synallaxis rutilans,Röteldickichtschlüpfer
Ochre-cheeked Spinetail,Synallaxis scutata,Weißbrauen-Dickichtschlüpfer
Spix's Spinetail,Synallaxis spixi,Spixdickichtschlüpfer
Necklaced Spinetail,Synallaxis stictothorax,Strichelbrust-Dickichtschlüpfer
Silvery-throated Spinetail,Synallaxis subpudica,Grauschwanz-Dickichtschlüpfer
Blackish-headed Spinetail,Synallaxis tithys,Schwarzgesicht-Dickichtschlüpfer
Rufous Spinetail,Synallaxis unirufa,Rostdickichtschlüpfer
Russet-mantled Foliage-gleaner,Syndactyla dimidiata,Rötelblattspäher
Guttulate Foliage-gleaner,Syndactyla guttulata,Zimtbrauen-Blattspäher
Rufous-necked Foliage-gleaner,Syndactyla ruficollis,Rosthals-Blattspäher
Buff-browed Foliage-gleaner,Syndactyla rufosuperciliata,Ockerbrauen-Blattspäher
Bolivian Recurvebill,Syndactyla striata,Ockerstrichel-Blattspäher
Lineated Foliage-gleaner,Syndactyla subalaris,Streifenblattspäher
Peruvian Recurvebill,Syndactyla ucayalae,Starkschnabel-Blattspäher
Blue-breasted Quail,Synoicus chinensis,Zwergwachtel
Brown Quail,Synoicus ypsilophorus,Tasmanienwachtel
Whistling Heron,Syrigma sibilatrix,Pfeifreiher
Pallas's Sandgrouse,Syrrhaptes paradoxus,Steppenflughuhn
Tschudi's Nightjar,Systellura decussata,Schmalspiegel-Nachtschwalbe
Band-winged Nightjar,Systellura longirostris,Breitspiegel-Nachtschwalbe
Sirkeer Malkoha,Taccocua leschenaultii,Sirkarkuckuck
Antillean Palm-Swift,Tachornis phoenicobia,Kubasegler
Fork-tailed Palm-Swift,Tachornis squamata,Gabelschwanzsegler
Many-colored Rush Tyrant,Tachuris rubrigastra,Vielfarben-Tachurityrann
Least Grebe,Tachybaptus dominicus,Schwarzkopf-Zwergtaucher
Australasian Grebe,Tachybaptus novaehollandiae,Australzwergtaucher
Little Grebe,Tachybaptus ruficollis,Zwergtaucher
Mangrove Swallow,Tachycineta albilinea,Mangroveschwalbe
White-winged Swallow,Tachycineta albiventer,Cayenneschwalbe
Tree Swallow,Tachycineta bicolor,Sumpfschwalbe
Golden Swallow,Tachycineta euchrysea,Antillenschwalbe
Chilean Swallow,Tachycineta leucopyga,Chileschwalbe
White-rumped Swallow,Tachycineta leucorrhoa,Weißbürzelschwalbe
Violet-green Swallow,Tachycineta thalassina,Veilchenschwalbe
Flying Steamer-Duck,Tachyeres patachonicus,Langflügel-Dampfschiffente
Ruby-crowned Tanager,Tachyphonus coronatus,Kronentangare
Tawny-crested Tanager,Tachyphonus delatrii,Schwarzachsel-Haubentangare
Red-shouldered Tanager,Tachyphonus phoenicius,Rotschultertangare
White-lined Tanager,Tachyphonus rufus,Schwarztangare
Fulvous-crested Tanager,Tachyphonus surinamus,Goldschopf-Haubentangare
South African Shelduck,Tadorna cana,Kapgans
Ruddy Shelduck,Tadorna ferruginea,Rostgans
Common Shelduck,Tadorna tadorna,Brandgans
Australian Shelduck,Tadorna tadornoides,Halsbandgans
Paradise Shelduck,Tadorna variegata,Paradiesgans
Collared Owlet,Taenioptynx brodiei,Wachtelzwergkauz
Zebra Finch,Taeniopygia guttata,Zebraamadine
Black-chested Tyrant,Taeniotriccus andrei,Schwarzschopf-Todityrann
Olive-spotted Hummingbird,Talaphorus chlorocercus,Fleckenkolibri
Yellow-legged Brushturkey,Talegalla fuscirostris,Schwarzschnabel-Buschhuhn
Red-legged Brushturkey,Talegalla jobiensis,Halsband-Buschhuhn
Eastern Chipmunk,Tamias striatus,Eastern Chipmunk
Red Squirrel,Tamiasciurus hudsonicus,Red Squirrel
Golden Tanager,Tangara arthus,Goldtangare
Paradise Tanager,Tangara chilensis,Siebenfarbentangare
Red-necked Tanager,Tangara cyanocephala,Blaukappentangare
Gilt-edged Tanager,Tangara cyanoventris,Blaubrusttangare
Brassy-breasted Tanager,Tangara desmaresti,Orangebrusttangare
Spangle-cheeked Tanager,Tangara dowii,Glanzfleckentangare
Emerald Tanager,Tangara florida,Smaragdtangare
Bay-headed Tanager,Tangara gyrola,Rötelkopftangare
Silver-throated Tanager,Tangara icterocephala,Silberkehltangare
Plain-colored Tanager,Tangara inornata,Schlichttangare
Metallic-green Tanager,Tangara labradorides,Schwarznackentangare
Rufous-winged Tanager,Tangara lavinia,Kastanienflügeltangare
Turquoise Tanager,Tangara mexicana,Türkistangare
Beryl-spangled Tanager,Tangara nigroviridis,Silberfleckentangare
Flame-faced Tanager,Tangara parzudakii,Rotstirntangare
Green-and-gold Tanager,Tangara schrankii,Goldbrusttangare
Green-headed Tanager,Tangara seledon,Dreifarbentangare
Blue-and-black Tanager,Tangara vassorii,Schwarzblautangare
Opal-rumped Tanager,Tangara velia,Rotbauchtangare
Saffron-crowned Tanager,Tangara xanthocephala,Gelbkopftangare
Azure-rumped Parrot,Tanygnathus sumatranus,Blaurückenpapagei
Common Paradise-Kingfisher,Tanysiptera galatea,Spatelliest
Buff-breasted Paradise-Kingfisher,Tanysiptera sylvia,Blaukappenliest
Striped Cuckoo,Tapera naevia,Streifenkuckuck
Great Antshrike,Taraba major,Weißbrust-Ameisenwürger
Chaco Earthcreeper,Tarphonomus certhioides,Roststirn-Erdhacker
Bolivian Earthcreeper,Tarphonomus harterti,Blassbauch-Erdhacker
Golden Bush-Robin,Tarsiger chrysaeus,Goldschwanz
Red-flanked Bluetail,Tarsiger cyanurus,Blauschwanz
White-browed Bush-Robin,Tarsiger indicus,Weißbrauen-Blauschwanz
Collared Bush-Robin,Tarsiger johnstoniae,Taiwanblauschwanz
Himalayan Bluetail,Tarsiger rufilatus,Himalajablauschwanz
Knysna Turaco,Tauraco corythaix,Helmturako
Fischer's Turaco,Tauraco fischeri,Fischerturako
Hartlaub's Turaco,Tauraco hartlaubi,Seidenturako
White-cheeked Turaco,Tauraco leucotis,Weißohrturako
Livingstone's Turaco,Tauraco livingstonii,Livingstoneturako
Yellow-billed Turaco,Tauraco macrorhynchus,Blaurückenturako
Guinea Turaco,Tauraco persa,Guineaturako
Purple-crested Turaco,Tauraco porphyreolophus,Glanzhaubenturako
Schalow's Turaco,Tauraco schalowi,Schalowturako
Brown-crowned Tchagra,Tchagra australis,Dorntschagra
Black-crowned Tchagra,Tchagra senegalus,Senegaltschagra
Southern Tchagra,Tchagra tchagra,Kaptschagra
Sandy Gallito,Teledromas fuscus,Fahltapaculo
Nihoa Finch,Telespiza ultima,Nihoakleidervogel
Gray-green Bushshrike,Telophorus bocagei,Bocagewürger
Doherty's Bushshrike,Telophorus dohertyi,Rotstirnwürger
Black-fronted Bushshrike,Telophorus nigrifrons,Graustirnwürger
Olive Bushshrike,Telophorus olivaceus,Olivwürger
Sulphur-breasted Bushshrike,Telophorus sulfureopectus,Orangebrustwürger
Four-colored Bushshrike,Telophorus viridis,Doppelbandwürger
Bokmakierie,Telophorus zeylonus,Bokmakiriwürger
Ratchet-tailed Treepie,Temnurus temnurus,Leiterschwanzelster
Common Woodshrike,Tephrodornis pondicerianus,Indienvanga
Malabar Woodshrike,Tephrodornis sylvicola,Malabarvanga
Large Woodshrike,Tephrodornis virgatus,Waldvanga
Ruddy-tailed Flycatcher,Terenotriccus erythrurus,Rotschwanzbekarde
Streak-capped Antwren,Terenura maculata,Rostrücken-Ameisenfänger
Orange-bellied Antwren,Terenura sicki,Schwarzrücken-Ameisenfänger
Yellow-headed Warbler,Teretistris fernandinae,Gelbkopf-Kubasänger
Oriente Warbler,Teretistris fornsi,Gelbbrust-Kubasänger
Blyth's Paradise-Flycatcher,Terpsiphone affinis,Blythparadiesschnäpper
Japanese Paradise-Flycatcher,Terpsiphone atrocaudata,Japanparadiesschnäpper
Mascarene Paradise-Flycatcher,Terpsiphone bourbonnensis,Maskarenenparadiesschnäpper
Rufous Paradise-Flycatcher,Terpsiphone cinnamomea,Zimtparadiesschnäpper
Amur Paradise-Flycatcher,Terpsiphone incei,Amurparadiesschnäpper
Malagasy Paradise-Flycatcher,Terpsiphone mutata,Rotbrust-Paradiesschnäpper
Indian Paradise-Flycatcher,Terpsiphone paradisi,Hainparadiesschnäpper
Black-headed Paradise-Flycatcher,Terpsiphone rufiventer,Senegalparadiesschnäpper
African Paradise-Flycatcher,Terpsiphone viridis,Graubrust-Paradiesschnäpper
Swallow Tanager,Tersina viridis,Schwalbentangare
Gray-bellied Tesia,Tesia cyaniventer,Olivscheitel-Stutzschwanz
Russet-capped Tesia,Tesia everetti,Rostkappen-Stutzschwanz
Slaty-bellied Tesia,Tesia olivea,Goldscheitel-Stutzschwanz
Javan Tesia,Tesia superciliaris,Brauenstutzschwanz
Western Capercaillie,Tetrao urogallus,Auerhuhn
Caucasian Snowcock,Tetraogallus caucasicus,Kaukasuskönigshuhn
Tibetan Snowcock,Tetraogallus tibetanus,Tibetkönigshuhn
Hazel Grouse,Tetrastes bonasia,Haselhuhn
Little Bustard,Tetrax tetrax,Zwergtrappe
Black-browed Albatross,Thalassarche melanophris,Schwarzbrauenalbatros
Lesser Crested Tern,Thalasseus bengalensis,Rüppellseeschwalbe
Great Crested Tern,Thalasseus bergii,Eilseeschwalbe
Elegant Tern,Thalasseus elegans,Schmuckseeschwalbe
Royal Tern,Thalasseus maximus,Königsseeschwalbe
Sandwich Tern,Thalasseus sandvicensis,Brandseeschwalbe
Crowned Woodnymph,Thalurania colombica,Violettkronennymphe
Fork-tailed Woodnymph,Thalurania furcata,Schwalbennymphe
Violet-capped Woodnymph,Thalurania glaucopis,Blaukronennymphe
Russet Antshrike,Thamnistes anabatinus,Rostschwanz-Ameisenwürger
Mocking Cliff-Chat,Thamnolaea cinnamomeiventris,Rotbauchschmätzer
Dusky-throated Antshrike,Thamnomanes ardesiacus,Schwarzkinn-Ameisenvogel
Cinereous Antshrike,Thamnomanes caesius,Bleiameisenvogel
Saturnine Antshrike,Thamnomanes saturninus,Bauchflecken-Ameisenvogel
Bluish-slate Antshrike,Thamnomanes schistogynus,Blaugrau-Ameisenvogel
White-shouldered Antshrike,Thamnophilus aethiops,Perlschulter-Ameisenwürger
Amazonian Antshrike,Thamnophilus amazonicus,Amazonienameisenwürger
Sooretama Slaty-Antshrike,Thamnophilus ambiguus,Sooretamaameisenwürger
Upland Antshrike,Thamnophilus aroyae,Hochland-Ameisenwürger
Black-crowned Antshrike,Thamnophilus atrinucha,Kolumbienameisenwürger
Collared Antshrike,Thamnophilus bernardi,Fleckengesicht-Ameisenwürger
Black-hooded Antshrike,Thamnophilus bridgesi,Kapuzenameisenwürger
Variable Antshrike,Thamnophilus caerulescens,Wechselameisenwürger
Castelnau's Antshrike,Thamnophilus cryptoleucus,Flussufer-Ameisenwürger
Barred Antshrike,Thamnophilus doliatus,Bindenameisenwürger
Black-backed Antshrike,Thamnophilus melanonotus,Schwarzweiß-Ameisenwürger
Bar-crested Antshrike,Thamnophilus multistriatus,Streifenameisenwürger
Mouse-colored Antshrike,Thamnophilus murinus,Braunflügel-Ameisenwürger
Black Antshrike,Thamnophilus nigriceps,Schwarzameisenwürger
Blackish-gray Antshrike,Thamnophilus nigrocinereus,Schwarzgrau-Ameisenwürger
Chestnut-backed Antshrike,Thamnophilus palliatus,Dunkelmantel-Ameisenwürger
Planalto Slaty-Antshrike,Thamnophilus pelzelni,Planaltoameisenwürger
Cocha Antshrike,Thamnophilus praecox,Napoameisenwürger
Northern Slaty-Antshrike,Thamnophilus punctatus,Guayanaameisenwürger
Rufous-capped Antshrike,Thamnophilus ruficapillus,Rostscheitel-Ameisenwürger
Plain-winged Antshrike,Thamnophilus schistaceus,Schieferameisenwürger
Natterer's Slaty-Antshrike,Thamnophilus stictocephalus,Tapajosameisenwürger
Bolivian Slaty-Antshrike,Thamnophilus sticturus,Bolivienameisenwürger
Lined Antshrike,Thamnophilus tenuepunctatus,Feinstreifen-Ameisenwürger
Rufous-winged Antshrike,Thamnophilus torquatus,Rostflügel-Ameisenwürger
Uniform Antshrike,Thamnophilus unicolor,Einfarbameisenwürger
Chapman's Antshrike,Thamnophilus zarumae,Fahlflanken-Ameisenwürger
Blue-crowned Parakeet,Thectocercus acuticaudatus,Spitzschwanzsittich
Plumbeous Ibis,Theristicus caerulescens,Stirnbandibis
Buff-necked Ibis,Theristicus caudatus,Weißhalsibis
Black-faced Ibis,Theristicus melanopis,Schwarzzügelibis
Swamp Greenbul,Thescelocichla leucopleura,Palmenbülbül
Gray-breasted Seedsnipe,Thinocorus orbignyianus,Graubrust-Höhenläufer
Least Seedsnipe,Thinocorus rumicivorus,Zwerghöhenläufer
Rufous-chested Tanager,Thlypopsis ornata,Zimtbrusttangare
Chestnut-headed Tanager,Thlypopsis pyrrhocoma,Kastanienkopftangare
Orange-headed Tanager,Thlypopsis sordida,Orangekopftangare
Superciliaried Hemispingus,Thlypopsis superciliaris,Augenbrauentangare
Yellow-winged Tanager,Thraupis abbas,Olivflügeltangare
Azure-shouldered Tanager,Thraupis cyanoptera,Violettschultertangare
Blue-gray Tanager,Thraupis episcopus,Bischofstangare
Golden-chevroned Tanager,Thraupis ornata,Schmucktangare
Palm Tanager,Thraupis palmarum,Palmentangare
Sayaca Tanager,Thraupis sayaca,Sayacatangare
Pale-tailed Barbthroat,Threnetes leucurus,Schwarzkinn-Schattenkolibri
Band-tailed Barbthroat,Threnetes ruckeri,Weißbinden-Schattenkolibri
Black-headed Ibis,Threskiornis melanocephalus,Schwarzkopfibis
Australian Ibis,Threskiornis molucca,Australibis
Flammulated Treehunter,Thripadectes flammulatus,Streifenbaumspäher
Striped Treehunter,Thripadectes holostictus,Strichelbaumspäher
Uniform Treehunter,Thripadectes ignobilis,Einfarbbaumspäher
Black-billed Treehunter,Thripadectes melanorhynchus,Schuppenkehl-Baumspäher
Streak-breasted Treehunter,Thripadectes rufobrunneus,Ockerkehl-Baumspäher
Rufous-backed Treehunter,Thripadectes scrutator,Braunrücken-Baumspäher
Streak-capped Treehunter,Thripadectes virgaticeps,Ockerkinn-Baumspäher
Orinoco Softtail,Thripophaga cherriei,Strichelkehlcanastero
Plain Softtail,Thripophaga fusciceps,Rostflügelcanastero
Striated Softtail,Thripophaga macroura,Strichelbauchcanastero
Bewick's Wren,Thryomanes bewickii,Buschzaunkönig
Niceforo's Wren,Thryophilus nicefori,Santanderzaunkönig
Banded Wren,Thryophilus pleurostictus,Akazienzaunkönig
Rufous-and-white Wren,Thryophilus rufalbus,Rotrückenzaunkönig
Antioquia Wren,Thryophilus sernai,Antioquiazaunkönig
Sinaloa Wren,Thryophilus sinaloa,Sinaloazaunkönig
Carolina Wren,Thryothorus ludovicianus,Carolinazaunkönig
Yellow-faced Grassquit,Tiaris olivaceus,Goldbrauen-Gimpeltangare
Wallcreeper,Tichodroma muraria,Mauerläufer
Broad-billed Warbler,Tickellia hodgsoni,Breitschnabel-Dickichtsänger
Rufescent Tiger-Heron,Tigrisoma lineatum,Marmorreiher
Bare-throated Tiger-Heron,Tigrisoma mexicanum,Nacktkehlreiher
Chestnut-capped Babbler,Timalia pileata,Rotkappentimalie
Puna Tinamou,Tinamotis pentlandii,Punatinamu
White-throated Tinamou,Tinamus guttatus,Weißkehltinamu
Great Tinamou,Tinamus major,Großtinamu
Solitary Tinamou,Tinamus solitarius,Zimttinamu
Gray Tinamou,Tinamus tao,Taotinamu
Black-tailed Tityra,Tityra cayana,Schwarznackenbekarde
Black-crowned Tityra,Tityra inquisitor,Schwarzkappenbekarde
Masked Tityra,Tityra semifasciata,Weißnackenbekarde
Von der Decken's Hornbill,Tockus deckeni,Von-der-Decken-Toko
Northern Red-billed Hornbill,Tockus erythrorhynchus,Savannentoko
Western Red-billed Hornbill,Tockus kempi,Senegaltoko
Southern Yellow-billed Hornbill,Tockus leucomelas,Rotringtoko
Southern Red-billed Hornbill,Tockus rufirostris,Mopanetoko
Cinnamon-banded Kingfisher,Todiramphus australasia,Timorliest
Collared Kingfisher,Todiramphus chloris,Halsbandliest
Sombre Kingfisher,Todiramphus funebris,Molukkenliest
Forest Kingfisher,Todiramphus macleayii,Spiegelliest
Pacific Kingfisher,Todiramphus sacer,Pazifikliest
Sacred Kingfisher,Todiramphus sanctus,Götzenliest
Torresian Kingfisher,Todiramphus sordidus,Gouldliest
Melanesian Kingfisher,Todiramphus tristrami,Melanesienliest
Rufous-lored Kingfisher,Todiramphus winchelli,Rotnackenliest
Yellow-browed Tody-Flycatcher,Todirostrum chrysocrotaphum,Goldbrauen-Todityrann
Common Tody-Flycatcher,Todirostrum cinereum,Graugelb-Todityrann
Spotted Tody-Flycatcher,Todirostrum maculatum,Fleckenbrust-Todityrann
Black-headed Tody-Flycatcher,Todirostrum nigriceps,Schwarzkopf-Todityrann
Painted Tody-Flycatcher,Todirostrum pictum,Schwarzflecken-Todityrann
Gray-headed Tody-Flycatcher,Todirostrum poliocephalum,Gelbzügel-Todityrann
Narrow-billed Tody,Todus angustirostris,Schmalschnabeltodi
Puerto Rican Tody,Todus mexicanus,Gelbflankentodi
Cuban Tody,Todus multicolor,Vielfarbentodi
Broad-billed Tody,Todus subulatus,Breitschnabeltodi
Jamaican Tody,Todus todus,Grüntodi
Yellow-margined Flycatcher,Tolmomyias assimilis,Flügelspiegel-Breitschnabeltyrann
Yellow-breasted Flycatcher,Tolmomyias flaviventris,Gelbbauch-Breitschnabeltyrann
Gray-crowned Flycatcher,Tolmomyias poliocephalus,Grauscheitel-Breitschnabeltyrann
Yellow-olive Flycatcher,Tolmomyias sulphurescens,Olivscheitel-Breitschnabeltyrann
Orange-eyed Flycatcher,Tolmomyias traylori,Orangeaugen-Breitschnabeltyrann
Crimson Topaz,Topaza pella,Rotnacken-Topaskolibri
Fiery Topaz,Topaza pyra,Schwarznacken-Topaskolibri
Zapata Sparrow,Torreornis inexpectata,Zapataammer
Lilac-tailed Parrotlet,Touit batavicus,Siebenfarbenpapagei
Blue-fronted Parrotlet,Touit dilectissimus,Kronenpapagei
Scarlet-shouldered Parrotlet,Touit huetii,Schwarzstirnpapagei
Brown-backed Parrotlet,Touit melanonotus,Braunrückenpapagei
Sapphire-rumped Parrotlet,Touit purpuratus,Purpurschwanzpapagei
Spot-winged Parrotlet,Touit stictopterus,Tüpfelpapagei
Golden-tailed Parrotlet,Touit surdus,Gelbschwanzpapagei
Yellow-bellied Longbill,Toxorhamphus novaeguineae,Gelbbauch-Pfriemschnabel
Bendire's Thrasher,Toxostoma bendirei,Kaktusspottdrossel
Gray Thrasher,Toxostoma cinereum,Grauspottdrossel
Crissal Thrasher,Toxostoma crissale,Rotsteiß-Spottdrossel
Curve-billed Thrasher,Toxostoma curvirostre,Krummschnabel-Spottdrossel
LeConte's Thrasher,Toxostoma lecontei,Wüstenspottdrossel
Long-billed Thrasher,Toxostoma longirostre,Langschnabel-Spottdrossel
Ocellated Thrasher,Toxostoma ocellatum,Tropfenspottdrossel
California Thrasher,Toxostoma redivivum,Kalifornienspottdrossel
Brown Thrasher,Toxostoma rufum,Rotspottdrossel
D'Arnaud's Barbet,Trachyphonus darnaudii,Ohrfleck-Bartvogel
Red-and-yellow Barbet,Trachyphonus erythrocephalus,Flammenkopf-Bartvogel
Yellow-billed Barbet,Trachyphonus purpuratus,Gelbschnabel-Bartvogel
Crested Barbet,Trachyphonus vaillantii,Haubenbartvogel
Pale-yellow Robin,Tregellasia capito,Graugesichtschnäpper
Gray-fronted Green-Pigeon,Treron affinis,Graustirn-Grüntaube
Orange-breasted Green-Pigeon,Treron bicinctus,Bindengrüntaube
African Green-Pigeon,Treron calvus,Rotnasen-Grüntaube
Thick-billed Green-Pigeon,Treron curvirostra,Papageischnabel-Grüntaube
Whistling Green-Pigeon,Treron formosae,Formosagrüntaube
Cinnamon-headed Green-Pigeon,Treron fulvicollis,Zimtkopf-Grüntaube
Little Green-Pigeon,Treron olax,Graukopf-Grüntaube
Ashy-headed Green-Pigeon,Treron phayrei,Aschkopf-Grüntaube
Yellow-footed Green-Pigeon,Treron phoenicopterus,Orangegrüntaube
White-bellied Green-Pigeon,Treron sieboldii,Sieboldgrüntaube
Wedge-tailed Green-Pigeon,Treron sphenurus,Keilschwanz-Grüntaube
Pink-necked Green-Pigeon,Treron vernans,Frühlingsgrüntaube
Tasmanian Nativehen,Tribonyx mortierii,Grünfuß-Teichhuhn
Black-tailed Nativehen,Tribonyx ventralis,Rotfuß-Teichhuhn
Scaly-breasted Lorikeet,Trichoglossus chlorolepidotus,Schuppenlori
Coconut Lorikeet,Trichoglossus haematodus,Allfarblori
Rainbow Lorikeet,Trichoglossus moluccanus,Regenbogenlori
Red-collared Lorikeet,Trichoglossus rubritorquis,Rotnackenlori
Red-fronted Barbet,Tricholaema diademata,Diadembartvogel
Hairy-breasted Barbet,Tricholaema hirsuta,Fleckenbartvogel
Spot-flanked Barbet,Tricholaema lacrymosa,Tränenbartvogel
Pied Barbet,Tricholaema leucomelas,Rotstirn-Bartvogel
Black-throated Barbet,Tricholaema melanocephala,Schwarzkopf-Bartvogel
Hairy-backed Bulbul,Tricholestes criniger,Borstenmantelbülbül
Black-goggled Tanager,Trichothraupis melanops,Schwarzgesichttangare
Blue-bellied Parrot,Triclaria malachitacea,Blaubauchpapagei
Gray-tailed Tattler,Tringa brevipes,Grauschwanz-Wasserläufer
Spotted Redshank,Tringa erythropus,Dunkelwasserläufer
Lesser Yellowlegs,Tringa flavipes,Gelbschenkel
Wood Sandpiper,Tringa glareola,Bruchwasserläufer
Nordmann's Greenshank,Tringa guttifer,Tüpfelgrünschenkel
Wandering Tattler,Tringa incana,Wanderwasserläufer
Greater Yellowlegs,Tringa melanoleuca,Tüpfelgelbschenkel
Common Greenshank,Tringa nebularia,Grünschenkel
Green Sandpiper,Tringa ochropus,Waldwasserläufer
Willet,Tringa semipalmata,Schlammtreter
Solitary Sandpiper,Tringa solitaria,Einsiedelwasserläufer
Marsh Sandpiper,Tringa stagnatilis,Teichwasserläufer
Common Redshank,Tringa totanus,Rotschenkel
Black-faced Laughingthrush,Trochalopteron affine,Schwarzscheitelhäherling
Assam Laughingthrush,Trochalopteron chrysopterum,Assamhäherling
Elliot's Laughingthrush,Trochalopteron elliotii,Elliothäherling
Chestnut-crowned Laughingthrush,Trochalopteron erythrocephalum,Rotscheitelhäherling
Prince Henry's Laughingthrush,Trochalopteron henrici,Prinzenhäherling
Bhutan Laughingthrush,Trochalopteron imbricatum,Braunhäherling
Streaked Laughingthrush,Trochalopteron lineatum,Borstenhäherling
Silver-eared Laughingthrush,Trochalopteron melanostigma,Silberohrhäherling
Red-tailed Laughingthrush,Trochalopteron milnei,Rotschwanzhäherling
White-whiskered Laughingthrush,Trochalopteron morrisonianum,Weißbarthäherling
